X6005.3SA	X6005.3SB	X6005.3SC	DMSO5.3A	DMSO5.3B	DMSO5.3C
Zfp472_35693	634	575	611	346	536	407
Zfp952_35694	662	579	616	249	428	329
Zfp763_35695	261	293	294	193	276	182
Phf8-ps_35696	0	1	0	0	0	0
Zfp563_35697	113	90	102	81	118	106
Morc2b_35698	7	19	17	11	15	10
Olfr55_35699	0	0	0	0	0	0
Olfr239_35700	0	0	0	0	0	0
Olfr1564_35701	0	0	0	0	0	0
Zfp955a_35702	338	411	373	167	281	191
Olfr63_35703	0	0	0	0	0	0
Zfp955b_35704	271	367	334	152	267	195
Unknown_35705	102	96	106	70	81	61
Zfp81_35706	604	658	572	384	538	401
Zfp101_35707	894	1227	1222	664	1153	839
Unknown_35708	0	0	0	0	0	0
Actl9_35709	0	0	0	0	0	0
Adamts10_35710	1975	2084	2279	708	788	646
Myo1f_35711	3937	2274	2062	3484	4447	3165
Zfp414_35712	1588	1533	1550	849	1156	830
Unknown_35713	922	936	903	821	1125	697
Pram1_35714	176	176	142	407	546	307
Hnrnpm_35715	16282	20869	18425	12678	19756	14725
Marchf2_35716	1974	1870	1866	1001	1325	955
Unknown_35717	0	0	0	0	0	0
Rab11b_35718	3177	3340	3186	1956	2621	1988
Gm17251_35719	297	318	279	199	223	164
Angptl4_35720	346	426	391	452	657	537
Unknown_35721	0	0	0	0	0	0
Kank3_35722	169	245	224	138	109	90
Rps28_35723	4844	4754	4573	3420	4283	3172
Ndufa7_35724	1434	1101	1295	970	1170	861
Cd320_35725	1159	2083	2171	731	1027	696
Unknown_35726	0	0	2	0	0	1
Unknown_35727	0	0	0	1	0	0
Kifc1_35728	2743	3136	3176	2019	3009	2275
Gm27740_35729	18	2	12	10	0	19
Smim40_35730	0	0	1	1	0	1
BC051226_35731	76	74	74	46	48	45
Daxx_35732	1448	1350	1332	1288	1889	1409
Tapbp_35733	8126	7895	8036	5273	5825	4642
Zbtb22_35734	2007	1569	1569	1000	1428	990
Rgl2_35735	3325	2810	2996	1825	2335	2002
Pfdn6_35736	2003	2092	1966	1356	1989	1473
Wdr46_35737	1995	2098	2223	1707	2542	2155
B3galt4_35738	290	229	202	175	166	146
Rps18_35739	9182	8871	9632	6750	8550	6348
Vps52_35740	2974	3001	2880	2565	3774	2695
Gm23111_35741	0	1	0	1	0	0
H2-K2_35742	254	275	351	222	206	260
Unknown_35743	1	4	2	9	4	7
H2-K1_35744	9757	14355	14225	11540	11494	9013
Ring1_35745	1327	1501	1486	697	870	615
Unknown_35746	4	8	8	0	2	1
Mir219a-1_35747	4	7	7	0	2	1
H2-Ke6_35748	1870	1429	1442	571	642	597
Unknown_35749	8351	10335	9834	6486	8321	6689
Slc39a7_35750	6678	9137	8619	6091	7866	6262
Rxrb_35751	3992	3240	3370	2476	2897	2351
Col11a2_35752	2675	2148	2418	1481	1666	1397
H2-Pb_35753	1	3	1	1	4	1
BC051537_35754	425	193	164	213	220	153
H2-Pa_35755	35	18	15	9	12	10
H2-Oa_35756	841	349	339	423	402	307
Brd2_35757	20526	20548	20725	8539	12487	9409
Unknown_35758	5	1	1	1	3	0
H2-DMa_35759	865	932	843	861	907	736
H2-DMb2_35760	47	35	29	123	101	83
H2-DMb1_35761	198	102	93	771	525	443
Psmb9_35762	1587	1877	1918	1111	1232	994
Tap1_35763	2483	2248	2317	1878	2018	1764
Psmb8_35764	3870	4220	4330	3640	4845	3626
Unknown_35765	2597	2608	2707	2386	2997	2267
Tap2_35766	7484	6008	5483	6330	7570	5629
Unknown_35767	2887	2335	2051	2448	2967	2175
H2-Ob_35768	876	205	243	354	251	211
Unknown_35769	7	1	0	3	2	1
H2-Ab1_35770	57	99	86	25	18	5
H2-Aa_35771	1	1	1	6	3	3
Unknown_35772	0	0	0	0	0	0
H2-Eb1_35773	15	13	8	13	7	4
H2-Eb2_35774	19	19	13	52	63	32
H2-Ea_35775	0	0	0	0	0	0
Btnl2_35776	0	0	3	8	2	2
Btnl1_35777	0	0	0	1	0	0
Unknown_35778	0	0	1	0	0	0
Unknown_35779	19	23	24	15	22	23
BC051142_35780	13	0	0	0	0	0
Btnl4_35781	0	0	0	0	0	0
Unknown_35782	0	1	1	0	0	0
Unknown_35783	0	0	0	0	0	0
Unknown_35784	0	0	0	1	4	0
Btnl6_35785	0	0	1	0	0	0
Unknown_35786	0	0	0	0	0	0
Unknown_35787	0	0	1	0	0	0
Btnl7-ps_35788	2	3	1	3	10	1
Notch4_35789	26	43	31	14	19	7
Unknown_35790	0	2	0	0	1	1
Gpsm3_35791	1679	1379	1238	1237	1515	1090
Pbx2_35792	1907	1752	1622	1548	2000	1584
Ager_35793	100	72	88	43	44	38
Rnf5_35794	1290	991	1049	948	1103	777
Unknown_35795	591	445	471	408	522	390
Agpat1_35796	2480	2629	2546	2092	2978	2173
Egfl8_35797	63	65	62	71	117	67
Unknown_35798	42	14	25	527	499	380
Ppt2_35799	51	16	36	742	772	529
Prrt1_35800	1	0	0	2	0	0
Unknown_35801	0	0	0	1	0	0
Fkbpl_35802	168	105	131	184	196	136
Atf6b_35803	4407	5285	5018	3883	5019	3986
Tnxb_35804	2	1	0	0	5	6
Gm24389_35805	0	0	0	0	0	0
Unknown_35806	0	0	0	0	0	0
C4b_35807	1	3	3	3	5	2
Unknown_35808	58	30	39	28	40	33
Skiv2l-ps1_35809	39	64	7	29	6	36
Unknown_35810	2	9	1	1	0	2
Tnxa_35811	0	0	0	0	0	0
Cyp21a1_35812	0	0	0	0	0	0
C4a_35813	14	13	13	22	18	14
Stk19_35814	848	681	705	417	597	531
Dxo_35815	873	940	947	549	810	621
Skiv2l_35816	4193	4368	4208	2563	3199	2492
Mir6971_35817	0	19	18	7	0	14
Mir6970_35818	39	52	59	18	32	28
Nelfe_35819	1403	1611	1464	1649	2741	1928
Cfb_35820	83	125	108	61	99	73
Unknown_35821	83	123	109	60	95	74
Mir6972_35822	7	8	5	2	9	6
C2_35823	170	148	153	154	168	153
Zbtb12_35824	607	609	583	639	747	655
Ehmt2_35825	5718	5261	5203	4006	4995	4264
Slc44a4_35826	1	1	3	17	9	8
Neu1_35827	3593	4162	4166	2979	3611	2791
1110038B12Rik_35828	958	1414	1360	1540	2695	2300
Snord52_35829	46	70	81	69	149	125
LOC115488834_35830	32	78	73	60	120	137
Unknown_35831	109	163	158	107	173	134
Hspa1b_35832	40	39	64	34	15	16
Hspa1a_35833	23	24	14	10	10	12
Unknown_35834	5	2	0	2	1	1
Hspa1l_35835	177	202	222	87	129	98
Unknown_35836	176	193	208	94	127	91
Lsm2_35837	1556	1729	1786	1545	2481	1837
Unknown_35838	16297	21065	21307	10391	6623	4621
Vars_35839	12892	16510	15037	10326	14137	10432
Vwa7_35840	48	68	67	33	37	20
Sapcd1_35841	36	42	45	14	14	13
Msh5_35842	223	270	238	72	87	93
Gm23421_35843	4	4	2	9	7	7
Clic1_35844	10217	10352	9828	6805	9812	7315
Ddah2_35845	67	38	44	37	56	57
Mpig6b_35846	0	0	0	0	0	1
Ly6g6c_35847	1	1	1	0	3	0
Ly6g6d_35848	0	0	0	0	0	0
Ly6g6e_35849	0	0	0	0	0	0
Ly6g6f_35850	0	0	0	0	0	0
Abhd16a_35851	1553	1392	1456	694	921	771
Ly6g5c_35852	0	0	0	0	0	0
Ly6g5b_35853	34	29	19	35	38	32
Csnk2b_35854	3992	4437	4144	3008	4816	3577
Gpank1_35855	605	661	590	420	597	443
Unknown_35856	199	224	170	139	168	129
D17H6S53E_35857	474	464	521	252	420	380
Apom_35858	6	14	10	4	8	4
Bag6_35859	8752	9664	9102	5948	8303	6439
Prrc2a_35860	29269	31713	31541	15876	23811	19392
Gm23442_35861	9	7	7	3	2	3
Unknown_35862	16	22	17	7	7	14
Aif1_35863	4	1	3	1	1	1
Ncr3-ps_35864	2	0	1	5	8	8
Lst1_35865	76	58	49	313	427	339
Ltb_35866	2	1	1	13	8	5
Mir6973a_35867	0	0	0	0	0	0
Tnf_35868	373	277	249	179	231	223
Lta_35869	1	0	0	0	1	1
Mir6974_35870	0	0	0	0	0	0
Nfkbil1_35871	456	314	338	443	549	449
Unknown_35872	110	73	77	103	137	125
Atp6v1g2_35873	193	157	174	154	205	171
Ddx39b_35874	16715	17328	16883	11093	14719	11063
LOC115488830_35875	68	43	57	28	47	50
Mir6975_35876	156	205	187	111	140	123
Gm25128_35877	14	3	11	7	14	4
Mir8094_35878	2077	2224	2133	1500	1904	1453
H2-D1_35879	17770	21964	23461	9869	11782	9376
Gm18733_35880	26	42	36	30	43	30
Unknown_35881	141	132	119	93	172	103
H2-Q1_35882	706	848	726	381	350	369
Unknown_35883	895	1407	1308	921	1353	1140
H2-Q2_35884	542	345	257	103	110	80
H2-Q3_35885	1	1	1	4	1	2
Unknown_35886	190	191	261	320	269	232
H2-Q4_35887	661	719	823	959	836	728
H2-Q5_35888	219	231	228	129	131	173
Unknown_35889	93	106	114	94	133	92
H2-Q6_35890	303	604	499	220	216	291
H2-Q7_35891	45	46	60	28	20	22
Unknown_35892	243	315	281	217	345	243
Unknown_35893	0	0	1	1	0	0
H2-Q10_35894	348	361	424	150	176	125
Pou5f1_35895	0	0	0	0	0	0
Unknown_35896	0	0	0	0	0	0
Tcf19_35897	1277	901	936	631	932	659
Cchcr1_35898	689	468	492	682	875	699
Psors1c2_35899	0	1	4	2	0	1
Cdsn_35900	0	0	0	0	0	0
Unknown_35901	34	51	49	38	55	33
2300002M23Rik_35902	0	0	0	0	0	0
Sfta2_35903	0	0	0	0	1	0
Muc21_35904	0	0	0	0	0	0
Mucl3_35905	0	0	1	0	1	1
Unknown_35906	0	0	0	0	0	0
Vars2_35907	1839	2126	2067	1244	1568	1361
Gtf2h4_35908	564	558	526	752	1039	777
Ddr1_35909	63	124	98	70	151	108
LOC115488883_35910	0	0	0	0	0	0
Unknown_35911	0	0	0	0	0	0
Unknown_35912	0	1	0	0	0	0
Unknown_35913	1	0	0	0	0	0
4833427F10Rik_35914	0	0	0	0	0	0
Ier3_35915	1120	997	967	612	474	417
Flot1_35916	2131	1961	1813	1720	2017	1433
Tubb5_35917	46623	66153	58337	35571	56695	42067
Mdc1_35918	4455	5743	5182	3576	5069	3746
Unknown_35919	400	389	408	153	257	171
Nrm_35920	2621	2709	2678	818	1289	870
Ppp1r18_35921	4132	3098	3256	2569	3838	3018
Unknown_35922	117	89	84	52	93	87
Dhx16_35923	3892	5146	4611	2858	3958	2814
2310061I04Rik_35924	1204	1171	1150	836	1250	1040
Unknown_35925	507	490	496	378	617	552
Atat1_35926	460	329	411	112	150	132
Mrps18b_35927	883	980	1006	853	1474	1270
Ppp1r10_35928	3310	4440	4362	2189	3147	2640
Mir1894_35929	7	6	11	3	6	6
Unknown_35930	1143	1734	1724	1150	1598	1215
Unknown_35931	104	202	184	53	112	121
Abcf1_35932	8293	13617	12437	6406	9721	7808
Mir877_35933	34	37	61	69	73	67
Prr3_35934	979	973	954	717	989	861
Gnl1_35935	1427	2078	1912	1327	2013	1683
Unknown_35936	1	0	0	0	0	0
Unknown_35937	60	84	85	47	36	23
Unknown_35938	937	1002	967	280	434	358
H2-T24_35939	921	1011	1024	469	726	616
H2-T23_35940	6667	5978	6570	2452	2477	1934
H2-T22_35941	1441	1789	1769	849	1151	841
Gm6034_35942	4	3	4	1	1	1
Gm11127_35943	22	19	33	26	17	15
Gm8810_35944	26	40	39	17	22	10
H2-Bl_35945	32	37	39	26	31	19
Unknown_35946	7	1	1	0	1	0
Unknown_35947	15	10	23	9	6	3
H2-T-ps_35948	1193	1450	1452	652	743	583
Gm7030_35949	264	245	208	93	112	109
Unknown_35950	9	28	23	16	13	14
H2-T10_35951	380	441	477	187	328	250
Unknown_35952	7	1	6	7	8	1
Gm9574_35953	2	7	3	3	2	1
Unknown_35954	13	28	29	9	18	13
2410017I17Rik_35955	39	31	44	28	44	29
Unknown_35956	3	4	9	1	3	2
Unknown_35957	110	83	118	47	112	71
Gm8909_35958	286	360	371	150	196	165
Unknown_35959	230	283	287	117	173	129
Unknown_35960	170	164	163	73	156	113
Unknown_35961	0	0	1	1	0	0
H2-T18_35962	3	9	5	4	3	4
Unknown_35963	357	422	452	250	371	276
Unknown_35964	0	0	0	0	0	0
Unknown_35965	5	12	9	9	2	7
Unknown_35966	6	8	4	3	2	0
Unknown_35967	0	1	0	0	0	0
Unknown_35968	290	412	423	365	532	410
Unknown_35969	30	24	22	14	17	11
Unknown_35970	0	0	0	0	0	0
Unknown_35971	0	0	0	0	0	0
Unknown_35972	0	0	0	0	0	0
Gm4252_35973	4	6	8	5	7	3
Unknown_35974	6	8	7	5	7	3
Unknown_35975	1	2	1	1	2	0
Rpp21_35976	614	487	482	484	652	443
Trim39_35977	2292	1843	2031	972	1412	1149
H2-M10.2_35978	1	1	4	3	2	1
H2-M10.1_35979	1	1	2	1	1	0
H2-M10.3_35980	1	2	0	0	1	0
Unknown_35981	0	0	0	0	0	0
H2-M10.5-ps1_35982	0	0	0	0	0	0
Unknown_35983	2	0	0	0	0	0
Rpl9-ps9_35984	3	1	1	2	5	3
Unknown_35985	0	0	0	0	0	0
H2-M10.4_35986	0	1	0	0	1	0
Unknown_35987	0	0	0	0	1	0
Unknown_35988	0	0	0	0	0	0
Unknown_35989	0	0	0	0	0	0
Unknown_35990	0	0	0	0	0	0
H2-M11_35991	1	0	1	0	1	0
Unknown_35992	1	0	0	0	0	0
Unknown_35993	0	0	0	0	0	0
H2-M9_35994	1	0	0	0	0	0
Rpl9-ps5_35995	1	1	1	0	3	1
H2-M1_35996	0	0	0	0	0	0
Unknown_35997	0	0	1	0	0	0
Unknown_35998	0	0	0	0	0	0
Unknown_35999	0	0	0	0	0	0
Unknown_36000	0	0	0	0	0	0
Unknown_36001	0	0	0	0	0	0
Unknown_36002	2	2	2	3	1	0
Unknown_36003	0	1	0	0	1	0
Unknown_36004	11	8	11	12	17	4
H2-M10.5_36005	0	4	5	2	2	2
H2-M10.6_36006	5	3	5	4	5	3
Trim26_36007	2112	1904	1894	583	1022	843
Gm25973_36008	2	2	3	0	0	0
Trim15_36009	6	5	2	0	1	2
Trim10_36010	0	0	2	0	0	0
Trim40_36011	0	0	0	0	0	0
Trim31_36012	0	0	0	0	0	0
1700031A10Rik_36013	0	0	0	0	0	0
Rnf39_36014	0	1	4	5	6	1
Ppp1r11_36015	1379	1239	1114	1088	1643	1160
Znrd1_36016	308	266	234	370	358	300
Znrd1as_36017	28	26	23	25	23	20
Unknown_36018	8	6	2	2	4	1
H2-M6-ps_36019	4	2	0	2	2	1
2410137M14Rik_36020	0	0	0	0	0	1
H2-M5_36021	6	3	4	8	7	9
Zfp57_36022	33	15	23	15	8	10
Mog_36023	0	0	0	0	1	1
Unknown_36024	0	0	0	0	0	0
Gabbr1_36025	4910	2646	3194	1083	1347	1135
Olfr90_36026	0	0	0	0	0	0
Olfr91_36027	0	0	0	0	0	0
Olfr92_36028	0	0	0	0	0	0
Unknown_36029	0	0	0	0	0	0
Gm19807_36030	296	349	285	240	434	282
Olfr93_36031	0	0	0	0	0	0
Unknown_36032	0	0	0	0	0	0
Unknown_36033	1	0	0	0	0	0
Unknown_36034	0	0	0	0	0	0
Unknown_36035	0	0	1	0	0	0
Ubd_36036	0	0	0	0	0	0
Olfr94_36037	0	0	0	0	0	0
Olfr95_36038	0	0	0	0	0	0
Olfr96_36039	0	0	0	0	0	0
Olfr97_36040	0	0	0	0	0	0
Unknown_36041	3	0	0	0	0	0
Unknown_36042	0	0	0	0	0	0
Olfr98_36043	0	0	0	0	0	0
Gm25104_36044	0	0	0	0	0	0
H2-M3_36045	463	511	511	466	531	393
Unknown_36046	2	3	4	0	4	2
Olfr99_36047	5	4	3	3	9	7
Olfr756-ps1_36048	0	0	0	1	0	0
Olfr101_36049	0	0	0	0	0	0
Olfr102_36050	0	0	0	0	0	0
Olfr103_36051	0	0	0	0	0	0
Unknown_36052	0	0	0	0	0	0
Unknown_36053	0	0	0	0	0	0
Unknown_36054	0	0	0	0	0	0
Olfr758-ps1_36055	0	0	0	0	0	0
Unknown_36056	0	0	0	0	0	0
Olfr107_36057	1	1	0	0	0	0
Olfr759-ps1_36058	0	0	0	0	0	0
Unknown_36059	0	0	0	0	0	0
Olfr108_36060	0	1	0	0	1	0
Unknown_36061	0	0	0	0	0	0
Olfr109_36062	0	0	0	0	0	0
H2-M2_36063	0	1	2	1	2	1
Olfr110_36064	0	0	0	0	0	0
Olfr111_36065	0	0	0	0	0	0
Olfr112_36066	0	0	0	0	0	0
Olfr113_36067	0	0	0	0	0	0
Unknown_36068	0	0	0	0	0	0
Olfr114_36069	0	0	0	0	0	0
Olfr115_36070	0	0	0	0	0	0
Unknown_36071	0	0	0	0	0	0
Olfr116_36072	0	0	0	0	0	0
Olfr117_36073	0	0	0	0	0	0
Olfr118_36074	0	0	0	0	0	0
Olfr119_36075	0	0	0	0	0	0
Unknown_36076	113	106	126	60	119	97
Olfr120_36077	0	0	0	0	0	0
Olfr121_36078	0	0	0	0	0	0
Olfr122_36079	0	0	0	0	0	0
Olfr123_36080	0	0	0	0	0	0
Unknown_36081	0	0	0	0	0	0
Olfr124_36082	0	0	0	0	0	0
Olfr125_36083	0	0	0	0	0	0
Gm9577_36084	441	606	489	434	675	473
Unknown_36085	0	0	0	0	0	0
Unknown_36086	181	190	198	110	141	111
Gm18520_36087	0	0	0	0	0	0
Olfr127_36088	0	0	0	0	1	0
Olfr128_36089	0	0	0	0	0	0
Unknown_36090	0	1	0	0	0	0
Unknown_36091	0	0	0	0	0	0
Unknown_36092	627	977	959	452	819	527
Unknown_36093	0	0	0	0	0	0
Gm18522_36094	0	0	0	0	0	0
Unknown_36095	1	3	5	3	2	1
Olfr129_36096	0	0	0	0	0	0
Olfr130_36097	0	0	0	0	0	0
Gm18833_36098	0	0	0	0	0	0
Olfr131_36099	0	0	0	0	0	0
Olfr132_36100	0	0	0	0	0	0
Olfr133_36101	0	0	0	0	0	0
Olfr134_36102	0	0	0	0	0	0
Olfr135_36103	0	0	0	0	0	0
Olfr138_36104	0	0	0	0	0	0
Olfr137_36105	0	0	0	0	0	0
Olfr762-ps1_36106	0	0	0	0	0	0
Olfr136_36107	0	0	0	0	0	0
Esp36_36108	0	0	0	0	0	0
Unknown_36109	0	0	0	0	0	0
Unknown_36110	0	0	0	0	0	0
Esp34_36111	0	0	0	0	0	0
Esp31_36112	0	0	0	0	0	0
Esp24_36113	0	0	0	0	0	0
Unknown_36114	0	0	0	0	0	0
Esp23_36115	0	0	0	0	0	0
Esp18_36116	0	0	0	0	0	0
Unknown_36117	0	0	0	0	0	0
Esp16_36118	0	0	0	0	0	0
Esp15_36119	0	0	0	0	0	0
Unknown_36120	2231	13181	11125	2100	6360	3820
Unknown_36121	20615	22993	19869	11883	19184	10807
Unknown_36122	4068	4994	4527	2964	4135	2395
Esp38_36123	0	0	0	0	0	0
Unknown_36124	0	0	0	0	0	0
Unknown_36125	5	12	12	20	11	11
Pgk2_36126	0	0	0	0	1	0
Crisp3_36127	0	0	0	0	0	0
Crisp1_36128	1	0	1	0	0	0
Esp8_36129	0	0	0	0	0	0
Gm44501_36130	0	0	0	0	0	0
Esp6_36131	0	0	0	0	0	0
Esp4_36132	0	0	0	0	0	0
Esp3_36133	0	0	0	0	0	0
Esp1_36134	0	0	0	0	0	0
Crisp2_36135	0	0	0	0	0	0
Rhag_36136	4	2	3	3	1	3
Unknown_36137	0	0	0	0	0	0
9130008F23Rik_36138	30	23	17	22	44	27
Glyatl3_36139	0	1	0	0	0	0
Unknown_36140	0	0	1	0	3	0
Cenpq_36141	1155	1115	1034	811	1237	790
Mmut_36142	1803	2120	1941	1451	2241	1555
Gm6771_36143	26	44	34	35	46	34
Ptchd4_36144	0	0	0	0	0	0
Opn5_36145	0	0	0	0	0	0
Adgrf4_36146	0	0	1	1	0	0
Adgrf2_36147	0	1	1	0	1	2
Cd2ap_36148	2077	2334	2243	883	1797	1426
Tnfrsf21_36149	5070	4791	4812	3297	4168	3340
Adgrf1_36150	2	3	1	1	2	0
Adgrf5_36151	0	0	0	0	0	0
Gm25135_36152	0	0	0	0	0	0
Mep1a_36153	0	0	0	0	0	0
Ankrd66_36154	0	0	0	0	0	0
Pla2g7_36155	0	0	0	0	0	0
1700071M16Rik_36156	0	0	0	0	0	0
Tdrd6_36157	0	0	0	0	0	0
Slc25a27_36158	105	64	63	61	37	28
Cyp39a1_36159	81	92	85	160	155	78
Gm25783_36160	0	0	0	0	0	0
Rcan2_36161	0	0	0	0	0	0
Unknown_36162	0	0	0	0	0	0
Enpp5_36163	780	661	650	431	508	336
Enpp4_36164	2486	2492	2308	1299	1702	1271
Clic5_36165	0	0	0	2	0	0
Runx2_36166	4666	4833	4602	3064	4890	3749
Unknown_36167	0	0	0	0	0	0
Unknown_36168	0	0	0	0	0	0
Unknown_36169	2	8	10	3	4	0
Unknown_36170	278	311	347	191	265	213
Supt3_36171	586	600	478	435	638	399
Unknown_36172	0	0	0	0	0	0
Cdc5l_36173	2497	2867	2756	1413	2167	1637
B230354K17Rik_36174	671	697	666	290	475	383
Spats1_36175	0	0	1	1	5	1
Gm9104_36176	1134	1095	1020	873	1122	830
Aars2_36177	947	962	883	754	969	752
Tcte1_36178	1	0	1	0	0	0
Tmem151b_36179	2	1	2	0	0	0
Nfkbie_36180	623	497	505	390	366	329
Slc35b2_36181	2673	3500	3668	2010	2582	1993
Hsp90ab1_36182	97005	156761	143497	109195	159904	119205
Slc29a1_36183	1857	2269	2382	1670	2163	1902
Unknown_36184	551	709	685	511	664	569
Mymx_36185	0	0	0	0	0	0
Gm25008_36186	0	0	0	0	0	0
Capn11_36187	0	0	0	0	1	0
Tmem63b_36188	1291	1179	1298	752	959	851
Unknown_36189	249	224	250	132	163	166
Mrpl14_36190	521	622	687	545	740	463
1600014C23Rik_36191	1	0	0	9	3	0
F630040K05Rik_36192	3	6	2	41	22	8
Vegfa_36193	5341	2694	2525	3538	2281	1920
Mrps18a_36194	1097	1322	1346	963	1539	1158
Rsph9_36195	4	9	3	2	5	5
Mad2l1bp_36196	747	803	831	540	781	524
Gtpbp2_36197	7179	2876	2963	1945	2166	1545
Polh_36198	1716	2511	2331	1226	2073	1659
Xpo5_36199	4235	5898	5629	3676	5542	4585
Mir693_36200	0	0	0	0	0	0
Gm22474_36201	0	0	0	0	0	0
Polr1c_36202	1418	1437	1350	1174	1828	1257
Yipf3_36203	2551	2596	2529	1409	1753	1286
Lrrc73_36204	22	35	41	17	18	22
Tjap1_36205	1092	1129	1108	932	1161	985
Unknown_36206	3	4	5	1	1	1
Dlk2_36207	1	5	5	4	3	6
Abcc10_36208	1056	1157	1230	376	413	359
Zfp318_36209	992	983	1011	378	471	398
Unknown_36210	1	0	1	1	0	0
Crip3_36211	0	1	0	0	0	0
Slc22a7_36212	0	0	1	0	0	0
Gm5093_36213	1612	2191	2111	1482	1933	1474
Ttbk1_36214	57	45	36	100	167	117
Unknown_36215	374	243	225	185	276	194
Dnph1_36216	1518	1678	1683	909	1425	1189
Cul9_36217	419	84	128	273	65	77
Srf_36218	4248	5640	5546	3898	6069	4828
Ptk7_36219	16	11	11	5	1	1
Klc4_36220	797	718	653	570	644	443
Mrpl2_36221	1438	1831	1748	1323	1832	1427
Cul7_36222	128	80	73	264	224	201
Rrp36_36223	1159	1320	1413	765	1112	962
Klhdc3_36224	3591	3822	3835	2850	3910	3044
Mea1_36225	1843	1856	1881	1043	1485	1176
Ppp2r5d_36226	5030	6296	6110	3272	4652	3712
Pex6_36227	3849	4069	4549	2375	3325	2564
Gnmt_36228	19	9	15	11	6	7
Cnpy3_36229	5143	5370	5045	3181	3607	2831
Ptcra_36230	0	0	0	0	1	3
2310039H08Rik_36231	256	337	317	190	231	155
Rpl7l1_36232	5241	4716	4396	4412	6383	4771
Bicral_36233	1822	1329	1315	969	1451	1077
Unknown_36234	17	11	5	4	2	6
Tbcc_36235	748	759	769	365	614	460
Prph2_36236	1	0	0	0	1	0
Ubr2_36237	12701	10236	9812	5744	7975	5574
Unknown_36238	0	0	0	0	0	0
Gm16494_36239	237	190	171	130	185	139
Unknown_36240	137	167	132	142	148	100
Trerf1_36241	452	297	272	742	803	630
Unknown_36242	0	0	0	0	0	0
Mrps10_36243	1056	1325	1383	849	1297	1001
Guca1b_36244	99	70	71	34	50	42
Guca1a_36245	33	24	22	214	141	91
Unknown_36246	1120	1440	1300	901	1392	963
1700001C19Rik_36247	0	0	0	0	0	0
AI661453_36248	0	0	1	0	0	0
Taf8_36249	1465	1501	1364	794	1103	767
Ccnd3_36250	8749	7436	7379	6440	6934	5373
Bysl_36251	3255	3557	3375	2665	3791	3059
Med20_36252	2258	3131	2869	1548	2295	1740
Gm20517_36253	1369	1413	1284	761	1045	818
Kpna2-ps_36254	447	818	717	323	558	391
Usp49_36255	1436	1069	1050	576	875	615
Tomm6_36256	2772	4237	4047	2839	4119	2847
Unknown_36257	2795	4267	4085	2878	4173	2886
Tomm6os_36258	1327	1909	1870	1431	1948	1270
Prickle4_36259	41	45	50	52	63	50
Frs3_36260	41	36	32	15	23	16
Frs3os_36261	12	10	9	3	3	3
Pgc_36262	0	0	1	0	0	0
Tfeb_36263	359	284	297	288	382	346
Mdfi_36264	4	7	6	106	112	110
Gm25201_36265	0	0	0	0	0	0
n-R5s28_36266	0	0	0	0	0	0
Foxp4_36267	1845	1693	1807	1109	1413	1182
Unknown_36268	0	0	0	0	0	0
Unknown_36269	173	400	334	476	625	446
Unknown_36270	0	0	0	0	0	0
1700122O11Rik_36271	0	0	0	0	0	0
Unknown_36272	0	0	0	0	0	0
9830107B12Rik_36273	4	6	1	10	8	6
A530064D06Rik_36274	5	6	5	17	18	14
Trem1_36275	76	174	155	391	550	351
Trem3_36276	44	77	69	306	233	177
Treml4_36277	1	0	0	1	2	3
Treml2_36278	2452	1851	1476	2797	3606	2386
B430306N03Rik_36279	123	153	124	285	388	277
Trem2_36280	1	1	0	2	0	0
Treml1_36281	0	0	0	0	0	0
Nfya_36282	4389	4878	5012	2455	3251	2578
Oard1_36283	1144	1012	966	694	1017	721
Apobec2_36284	9	13	6	9	5	4
Tspo2_36285	0	1	0	0	0	0
Unc5cl_36286	0	0	0	0	1	0
Gm24071_36287	0	0	0	0	0	0
Unknown_36288	0	0	0	0	0	0
Lrfn2_36289	0	0	0	0	0	0
Gm22978_36290	0	0	0	0	0	0
Unknown_36291	3	5	11	3	6	4
Mocs1_36292	3082	2758	2797	1332	2008	1537
Daam2_36293	134	112	113	45	84	57
Kif6_36294	0	0	0	0	1	1
Unknown_36295	0	0	0	0	0	0
Unknown_36296	0	0	0	0	0	0
Rftn1_36297	498	527	580	884	1210	890
AY702103_36298	0	0	0	0	2	1
Dazl_36299	2	3	2	4	1	6
Plcl2_36300	1402	1078	1090	921	1487	1099
Unknown_36301	248	389	380	282	642	493
Tbc1d5_36302	3558	3566	3050	1680	2454	1768
Unknown_36303	2	0	0	0	0	0
Satb1_36304	2	5	1	9	3	4
Gm27217_36305	0	0	0	0	0	0
Kcnh8_36306	0	0	0	0	0	0
Efhb_36307	0	0	0	0	0	0
Rab5a_36308	2043	1669	1620	977	1570	1110
Pp2d1_36309	52	55	53	35	45	36
Kat2b_36310	1615	1874	1812	785	1446	999
Unknown_36311	43	35	37	32	31	34
Sgo1_36312	1448	1519	1545	1199	2017	1433
4932415M13Rik_36313	0	0	0	0	0	0
Unknown_36314	0	0	0	0	0	0
Sult1c2_36315	0	0	0	0	0	0
Unknown_36316	249	313	311	242	397	277
Sult1c1_36317	0	0	0	0	0	0
Slc5a7_36318	0	0	0	0	0	0
Unknown_36319	85	75	84	106	151	99
Gm26291_36320	0	0	0	0	0	0
Unknown_36321	63	77	68	33	57	53
St6gal2_36322	0	0	0	0	0	0
